rapport,nom_mandataire,id_msp,date_obs,heure_obs,type_obs,marq_sol,glace_chen,long_wgs84,lat_wgs84,err_xy_cm,alt_m_cgvd,err_z_cm,producteur,version,date_heure_obs
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AGIR-17.pdf"" target=""_blank"">AGIR-17</a>",AGIR-17,"130",2017/05/08,,MAX,,,-73.0324712631,46.1758381685,2.5,7.3287,1.8,Initiative du MSP (depuis 2017),2025/07/09,2017/05/08 00:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AGIR-17.pdf"" target=""_blank"">AGIR-17</a>",AGIR-17,"131",2017/05/08,,MAX,,,-73.0306929973,46.1730693065,2.5,7.085,0.3,Initiative du MSP (depuis 2017),2025/07/09,2017/05/08 00:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AGIR-17.pdf"" target=""_blank"">AGIR-17</a>",AGIR-17,"132",2017/05/08,,MAX,,,-73.0332068824,46.1711143182,2.5,7.0413,2.2,Initiative du MSP (depuis 2017),2025/07/09,2017/05/08 00:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AGIR-17.pdf"" target=""_blank"">AGIR-17</a>",AGIR-17,"133",2017/05/08,,MAX,,,-73.0158131188,46.2283715906,2.5,8.9843,2.6,Initiative du MSP (depuis 2017),2025/07/09,2017/05/08 00:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/AGIR-17.pdf"" target=""_blank"">AGIR-17</a>",AGIR-17,"134",2017/05/08,,MAX,,,-73.0431194092,46.2736841976,2.5,12.591,5.3,Initiative du MSP (depuis 2017),2025/07/09,2017/05/08 00:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COBAMIL-17.pdf"" target=""_blank"">COBAMIL-17</a>",COBAMIL-17,"135",2017/05/08,20:00:00,MAX,,,-73.7963410116,45.5092798126,5,21.18,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/08 20:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COBAMIL-17.pdf"" target=""_blank"">COBAMIL-17</a>",COBAMIL-17,"136",2017/05/08,20:25:00,MAX,,,-73.8161478961,45.5111269084,5,22.28,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/08 20:25:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COBAMIL-17.pdf"" target=""_blank"">COBAMIL-17</a>",COBAMIL-17,"137",2017/05/08,20:50:00,MAX,,,-73.8461694741,45.5149275508,5,25.08,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/08 20:50:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/BVSM-17.pdf"" target=""_blank"">BVSM-17</a>",BVSM-17,"145",2017/05/09,11:00:00,MAX,,,-72.771280736,46.4693209712,5,34.65,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 11:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/BVSM-17.pdf"" target=""_blank"">BVSM-17</a>",BVSM-17,"146",2017/05/09,11:30:00,MAX,,,-72.7703654989,46.4673703573,5,34.63,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 11:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/BVSM-17.pdf"" target=""_blank"">BVSM-17</a>",BVSM-17,"147",2017/05/09,16:00:00,MAX,,,-72.6666722508,46.5932608345,5,81.04,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 16:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/BVSM-17.pdf"" target=""_blank"">BVSM-17</a>",BVSM-17,"148",2017/05/09,15:30:00,MAX,,,-72.6865362191,46.5847916567,5,80.93,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 15:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/BVSM-17.pdf"" target=""_blank"">BVSM-17</a>",BVSM-17,"149",2017/05/09,12:15:00,MAX,,,-72.7836043689,46.5341738139,5,35.93,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 12:15:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/BVSM-17.pdf"" target=""_blank"">BVSM-17</a>",BVSM-17,"150",2017/05/09,14:30:00,MAX,,,-72.6866636706,46.4214406808,5,15.19,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 14:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/BVSM-17.pdf"" target=""_blank"">BVSM-17</a>",BVSM-17,"151",2017/05/09,14:15:00,MAX,,,-72.6894460026,46.422420328,5,15.37,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 14:15:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/BVSM-17.pdf"" target=""_blank"">BVSM-17</a>",BVSM-17,"152",2017/05/09,14:15:00,MAX,,,-72.6892908574,46.4222053689,5,15.37,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 14:15:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/BVSM-17.pdf"" target=""_blank"">BVSM-17</a>",BVSM-17,"153",2017/05/09,14:00:00,MAX,,,-72.6860034559,46.4210625173,5,14.92,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 14:00:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"160",2017/05/09,12:31:00,MAX,,,-74.018123897,45.4330224653,2.5,24.784,5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 12:31:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"161",2017/05/09,09:30:00,MAX,,,-74.0151193904,45.4138808692,2.5,24.745,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"162",2017/05/09,09:30:00,MAX,,,-74.023836951,45.4001040384,2.5,24.706,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"163",2017/05/09,09:30:00,MAX,,,-74.0256694319,45.3983171366,2.5,24.726,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"164",2017/05/09,09:30:00,MAX,,,-74.025411483,45.3980386469,2.5,24.767,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"165",2017/05/09,09:30:00,MAX,,,-74.0254719019,45.3978474721,2.5,24.72,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"166",2017/05/09,09:30:00,MAX,,,-74.0229802344,45.3942750606,2.5,24.7,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"167",2017/05/09,09:30:00,MAX,,,-74.022406676,45.3937960347,2.5,24.721,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"168",2017/05/09,09:30:00,MAX,,,-74.0197940481,45.3908802467,2.5,24.963,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"169",2017/05/09,09:30:00,MAX,,,-74.020616572,45.3913065083,2.5,24.666,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"170",2017/05/09,09:30:00,MAX,,,-74.0208236083,45.3916389814,2.5,24.729,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"171",2017/05/09,09:30:00,MAX,,,-74.0217049088,45.392087023,2.5,24.74,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"172",2017/05/09,09:30:00,MAX,,,-74.0242310676,45.3922009959,2.5,24.536,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"173",2017/05/09,09:30:00,MAX,,,-74.0168632538,45.3907721558,2.5,24.674,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"174",2017/05/09,09:30:00,MAX,,,-74.0141901518,45.3883778468,2.5,24.692,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"175",2017/05/09,09:30:00,MAX,,,-74.0143634531,45.3885583885,2.5,24.632,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"176",2017/05/09,09:30:00,MAX,,,-74.0122757078,45.3893355968,2.5,24.738,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"177",2017/05/09,09:30:00,MAX,,,-74.0112155565,45.3898353602,2.5,24.703,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"178",2017/05/09,09:30:00,MAX,,,-74.0104386553,45.390135798,2.5,24.685,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"179",2017/05/09,09:30:00,MAX,,,-74.0079230698,45.388174651,5,24.67,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"180",2017/05/09,09:30:00,MAX,,,-74.0144585822,45.4149306879,2.5,24.739,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"181",2017/05/09,09:30:00,MAX,,,-74.0145584037,45.4148193216,2.5,24.748,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"182",2017/05/09,09:30:00,MAX,,,-74.0148602358,45.4172709547,2.5,24.731,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"183",2017/05/09,09:30:00,MAX,,,-74.0221609704,45.4015355883,2.5,24.627,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"184",2017/05/09,09:30:00,MAX,,,-74.0212516708,45.4027263865,2.5,24.719,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"185",2017/05/09,09:30:00,MAX,,,-74.0243625755,45.3957419931,2.5,24.835,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"186",2017/05/09,09:30:00,MAX,,,-74.0233575032,45.3946261682,2.5,24.7,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
"<a href=""/apis/depot/projects/delaisses_crue_rapports/file/COVABERVS-17.pdf"" target=""_blank"">COVABERVS-17</a>",COVABERVS-17,"187",2017/05/09,09:30:00,MAX,,,-74.0227282697,45.3940714773,2.5,24.7,2.5,Initiative du MSP (depuis 2017),2025/07/09,2017/05/09 09:30:00
